feature,importance
t27__Speed_kmph,1.5717615e-05
t19__Engine_Vibration_mm_s_past_std10,1.5668847e-05
t10__Engine_Vibration_mm_s_past_std10,1.5667054e-05
t02__Load_RPM_Ratio,1.5564394e-05
t16__Coolant_Temp_C,1.5188135e-05
t17__Engine_Load_pct_past_std10,1.5178986e-05
t19__Coolant_Temp_C_past_mean10,1.4985782e-05
t11__Coolant_Temp_C_past_std10,1.4857192e-05
t02__Engine_Load_pct_past_std10,1.4760603e-05
t10__Coolant_Temp_C_past_mean10,1.475305e-05
t05__Engine_Load_pct_past_mean10,1.4575472e-05
t10__Exhaust_Gas_Temp_C,1.4455667e-05
t22__Engine_Load_pct_past_std10,1.4132479e-05
t00__Engine_RPM_past_mean10,1.4018061e-05
t28__Engine_Load_pct_past_std10,1.4003839e-05
t11__Engine_Load_pct_past_mean10,1.40007305e-05
t05__Engine_Vibration_mm_s_past_std10,1.3981422e-05
t22__Engine_RPM_past_std10,1.3947954e-05
t27__Throttle_Position_pct,1.3936081e-05
t17__Tire_Pressure_psi,1.3664068e-05
t14__Battery_Voltage_V,1.3636747e-05
t26__Brake_Pad_Wear_pct_past_std10,1.3536051e-05
t00__Engine_Load_pct_past_mean10,1.3505064e-05
t15__Engine_Load_pct_past_mean10,1.3452284e-05
t18__Oil_Temp_C,1.3137184e-05
t15__Brake_Pad_Wear_pct,1.290285e-05
t28__Engine_Vibration_mm_s,1.2640422e-05
t06__Engine_Load_pct_past_std10,1.2570102e-05
t23__Oil_Temp_C,1.2565934e-05
t11__Engine_Load_pct_past_std10,1.2491461e-05
t09__Oil_Pressure_bar_delta1,1.2378872e-05
t20__Speed_kmph,1.2350325e-05
t24__Coolant_Temp_C_past_mean10,1.2301722e-05
t21__Oil_Pressure_bar_past_std10,1.2025714e-05
t03__Engine_Load_pct_past_mean10,1.2008363e-05
t00__Oil_Ambient_Delta,1.1955905e-05
t25__Fuel_Level_pct_past_std10,1.1955361e-05
t23__Throttle_Position_pct,1.186606e-05
t09__Oil_Pressure_bar_past_std10,1.1863909e-05
t29__Engine_Vibration_mm_s_delta1,1.1848252e-05
t04__Coolant_Temp_C_past_mean10,1.1837895e-05
t03__Engine_Vibration_mm_s_past_std10,1.1824904e-05
t08__Oil_Pressure_bar,1.1696149e-05
t01__Battery_Voltage_V,1.1691475e-05
t14__Tire_Pressure_psi,1.1656987e-05
t26__Engine_Load_pct_past_std10,1.1648275e-05
t03__Engine_RPM,1.1623367e-05
t12__Coolant_Temp_C_past_std10,1.1470821e-05
t28__Brake_Pad_Wear_pct_delta1,1.14290915e-05
t05__Battery_Voltage_V,1.1387989e-05
t04__Speed_kmph,1.1357856e-05
t12__Oil_Temp_C,1.1328473e-05
t25__Coolant_Temp_C,1.1275831e-05
t09__Coolant_Temp_C_past_mean10,1.1242525e-05
t02__Oil_Pressure_bar,1.119233e-05
t01__Coolant_Temp_C_past_std10,1.1153513e-05
t01__Coolant_Temp_C,1.0916929e-05
t03__Engine_Load_pct_past_std10,1.08099875e-05
t19__Oil_Pressure_bar_delta1,1.0807945e-05
t22__Coolant_Temp_C,1.064455e-05
t04__Ambient_Temp_C,1.06263e-05
t17__Engine_Vibration_mm_s,1.0423385e-05
t19__Engine_RPM_past_std10,1.0383023e-05
t20__Engine_Load_pct_past_mean10,1.01125015e-05
t15__Coolant_Temp_C,1.0059416e-05
t25__Exhaust_Gas_Temp_C,9.998446e-06
t20__Turbo_Boost_kPa,9.775025e-06
t05__Oil_Pressure_bar_past_std10,9.768552e-06
t01__Engine_Load_pct_past_std10,9.767732e-06
t29__Brake_Pad_Wear_pct_delta1,9.756824e-06
t12__Oil_Pressure_bar_past_std10,9.742379e-06
t22__Engine_Load_pct,9.740897e-06
t11__Oil_Pressure_bar_delta1,9.663698e-06
t23__Engine_Vibration_mm_s,9.654811e-06
t14__Oil_Pressure_bar_past_std10,9.576192e-06
t21__Exhaust_Gas_Temp_C,9.5659925e-06
t23__Engine_Vibration_mm_s_past_std10,9.499493e-06
t25__Load_RPM_Ratio,9.4942325e-06
t26__Engine_RPM_past_mean10,9.396598e-06
t01__Engine_RPM_past_mean10,9.382594e-06
t07__Engine_Load_pct_past_mean10,9.340045e-06
t06__Turbo_Boost_kPa,9.33458e-06
t10__Engine_Vibration_mm_s,9.330985e-06
t15__Exhaust_Gas_Temp_C,9.215937e-06
t28__Brake_Pad_Wear_pct_past_std10,9.133517e-06
t01__Brake_Pad_Wear_pct_past_std10,8.954656e-06
t25__Engine_Load_pct_past_std10,8.9294e-06
t08__RF_Abnormal_Probability,8.870845e-06
t27__Engine_Vibration_mm_s_delta1,8.838059e-06
t22__Engine_RPM_past_mean10,8.8005e-06
t11__Load_RPM_Ratio,8.748653e-06
t16__Engine_Load_pct,8.6873115e-06
t28__Speed_kmph,8.661886e-06
t24__Oil_Ambient_Delta,8.46771e-06
t16__Brake_Pad_Wear_pct_past_std10,8.438509e-06
t08__Brake_Pad_Wear_pct_past_std10,8.429329e-06
t22__Load_RPM_Ratio,8.428217e-06
t09__Load_RPM_Ratio,8.322195e-06
t16__Turbo_Boost_kPa,8.23707e-06
t14__Brake_Pad_Wear_pct_past_std10,8.130975e-06
t14__Throttle_Position_pct,8.097615e-06
t24__Turbo_Boost_kPa,8.080589e-06
t29__Oil_Ambient_Delta,8.026697e-06
t09__Exhaust_Ambient_Delta,7.949341e-06
t20__Coolant_Temp_C_past_mean10,7.9341935e-06
t06__Coolant_Temp_C_past_mean10,7.906559e-06
t17__Oil_Ambient_Delta,7.862e-06
t26__Turbo_Boost_kPa,7.796417e-06
t13__Intake_Air_Temp_C,7.786353e-06
t18__Engine_Vibration_mm_s_past_std10,7.745829e-06
t09__Throttle_Position_pct,7.706564e-06
t08__Battery_Voltage_V,7.529219e-06
t25__Engine_Vibration_mm_s,7.514191e-06
t23__Oil_Ambient_Delta,7.475603e-06
t05__Fuel_Level_pct_past_std10,7.4188856e-06
t08__Oil_Pressure_bar_delta1,7.412961e-06
t00__Engine_RPM_past_std10,7.395411e-06
t12__Engine_RPM_past_std10,7.3512997e-06
t17__Engine_RPM,7.3507276e-06
t12__Tire_Pressure_psi,7.2752337e-06
t14__Engine_RPM_past_mean10,7.26137e-06
t09__Engine_Vibration_mm_s,7.2287753e-06
t04__Engine_RPM,7.067272e-06
t12__Battery_Voltage_V,7.016838e-06
t19__Engine_Load_pct_past_std10,6.954915e-06
t05__Engine_Vibration_mm_s_delta1,6.954514e-06
t24__Engine_RPM_past_mean10,6.8854256e-06
t22__Brake_Pad_Wear_pct,6.840569e-06
t14__Engine_Vibration_mm_s_past_std10,6.8220347e-06
t14__Oil_Temp_C,6.8146173e-06
t03__Oil_Temp_C,6.811145e-06
t00__Engine_Vibration_mm_s,6.7818855e-06
t14__Load_RPM_Ratio,6.7705128e-06
t12__Engine_Vibration_mm_s_delta1,6.746552e-06
t02__Brake_Pad_Wear_pct_past_std10,6.7136475e-06
t01__Engine_Vibration_mm_s,6.6666894e-06
t18__Engine_Vibration_mm_s,6.6300827e-06
t12__RF_Abnormal_Probability,6.584571e-06
t07__Tire_Pressure_psi,6.513419e-06
t23__Exhaust_Gas_Temp_C,6.4804713e-06
t06__Load_RPM_Ratio,6.4789197e-06
t02__Intake_Air_Temp_C,6.459616e-06
t15__Throttle_Position_pct,6.4536407e-06
t13__Oil_Pressure_bar_past_std10,6.430838e-06
t21__Exhaust_Ambient_Delta,6.384025e-06
t11__Engine_RPM,6.334021e-06
t22__Throttle_Position_pct,6.310219e-06
t08__Oil_Ambient_Delta,6.269842e-06
t28__Engine_RPM,6.127029e-06
t15__Engine_Load_pct,6.077491e-06
t07__Oil_Ambient_Delta,6.0454677e-06
t23__Brake_Pad_Wear_pct_past_std10,6.0263305e-06
t13__Exhaust_Ambient_Delta,6.009765e-06
t11__Tire_Pressure_psi,6.0091556e-06
t20__Oil_Temp_C_delta1,5.9626786e-06
t17__Ambient_Temp_C,5.953284e-06
t20__Engine_RPM,5.9125755e-06
t01__Engine_Vibration_mm_s_past_std10,5.890014e-06
t11__Brake_Pad_Wear_pct_past_std10,5.8673886e-06
t26__Tire_Pressure_psi,5.823652e-06
t27__Oil_Pressure_bar_past_std10,5.8232977e-06
t11__Exhaust_Ambient_Delta,5.7311954e-06
t19__Ambient_Temp_C,5.720836e-06
t26__Exhaust_Gas_Temp_C,5.7091647e-06
t14__Exhaust_Gas_Temp_C,5.6995564e-06
t22__Exhaust_Gas_Temp_C,5.681215e-06
t20__Oil_Pressure_bar_past_std10,5.6532353e-06
t04__Coolant_Ambient_Delta,5.6125136e-06
t11__Engine_Vibration_mm_s_past_std10,5.5874084e-06
t25__Speed_kmph,5.5750365e-06
t03__Battery_Voltage_V,5.5566456e-06
t25__Brake_Pad_Wear_pct_delta1,5.4991087e-06
t21__Oil_Pressure_bar_delta1,5.414901e-06
t19__Turbo_Boost_kPa,5.3880067e-06
t27__Engine_Vibration_mm_s,5.3820313e-06
t07__Engine_Vibration_mm_s,5.3692156e-06
t24__Oil_Pressure_bar,5.201772e-06
t13__Oil_Pressure_bar_delta1,5.2017326e-06
t18__Engine_Load_pct_past_std10,5.194446e-06
t11__RF_Abnormal_Probability,5.0708704e-06
t13__Engine_RPM,5.0654944e-06
t15__Oil_Temp_C,5.0282188e-06
t11__Throttle_Position_pct,4.969795e-06
t05__Throttle_Position_pct,4.9528926e-06
t22__Exhaust_Ambient_Delta,4.9526157e-06
t02__Exhaust_Gas_Temp_C,4.9364908e-06
t09__Oil_Pressure_bar,4.9193213e-06
t23__Intake_Air_Temp_C,4.8475154e-06
t24__Load_RPM_Ratio,4.842834e-06
t09__Speed_kmph,4.8263864e-06
t28__Throttle_Position_pct,4.8204306e-06
t26__Brake_Pad_Wear_pct_delta1,4.7638705e-06
t25__Tire_Pressure_psi,4.7485564e-06
t24__Coolant_Ambient_Delta,4.739709e-06
t23__Coolant_Temp_C_delta1,4.7169706e-06
t20__Brake_Pad_Wear_pct_past_mean10,4.6773825e-06
t20__Throttle_Position_pct,4.600734e-06
t09__Exhaust_Gas_Temp_C,4.57259e-06
t27__Engine_Load_pct_past_std10,4.5630336e-06
t16__Exhaust_Gas_Temp_C,4.5555844e-06
t29__Coolant_Temp_C_delta1,4.5183046e-06
t02__Oil_Ambient_Delta,4.325314e-06
t05__Turbo_Boost_kPa,4.321888e-06
t11__Engine_RPM_past_mean10,4.3209247e-06
t12__Engine_RPM,4.2828883e-06
t13__Coolant_Ambient_Delta,4.28053e-06
t03__Oil_Pressure_bar,4.178385e-06
t01__Engine_RPM,4.1396206e-06
t07__Brake_Pad_Wear_pct_past_std10,4.1124167e-06
t24__Throttle_Position_pct,4.0769996e-06
t23__Oil_Pressure_bar_past_std10,4.0669815e-06
t25__Oil_Pressure_bar,4.0363157e-06
t18__Coolant_Temp_C_delta1,4.036227e-06
t13__Coolant_Temp_C_delta1,3.9957563e-06
t21__Oil_Temp_C_delta1,3.984441e-06
t24__Coolant_Temp_C_past_std10,3.9236984e-06
t18__Oil_Ambient_Delta,3.9163183e-06
t25__Intake_Air_Temp_C,3.906506e-06
t21__Turbo_Boost_kPa,3.869148e-06
t02__Throttle_Position_pct,3.8465296e-06
t04__Oil_Temp_C_delta1,3.845719e-06
t00__Battery_Voltage_V,3.840044e-06
t12__Throttle_Position_pct,3.839253e-06
t03__Load_RPM_Ratio,3.7851614e-06
t21__Coolant_Temp_C,3.7457291e-06
t10__Load_RPM_Ratio,3.738165e-06
t16__Engine_RPM,3.679273e-06
t28__Coolant_Ambient_Delta,3.6721415e-06
t28__Engine_RPM_past_mean10,3.6426156e-06
t19__Engine_Load_pct,3.6268727e-06
t03__Coolant_Temp_C_delta1,3.5970106e-06
t26__Intake_Air_Temp_C,3.5939822e-06
t08__Engine_Vibration_mm_s_past_std10,3.588676e-06
t28__Coolant_Temp_C_delta1,3.5599871e-06
t02__Tire_Pressure_psi,3.556386e-06
t01__Coolant_Ambient_Delta,3.5441294e-06
t18__Throttle_Position_pct,3.5281112e-06
t29__Engine_RPM,3.5157166e-06
t19__Exhaust_Gas_Temp_C,3.4533582e-06
t14__Oil_Ambient_Delta,3.3363517e-06
t18__Ambient_Temp_C,3.2906041e-06
t20__Engine_Vibration_mm_s_past_std10,3.211718e-06
t14__Intake_Air_Temp_C,3.2078553e-06
t06__Oil_Pressure_bar,3.060945e-06
t22__Engine_Load_pct_past_mean10,3.043254e-06
t04__Battery_Voltage_V,3.0350575e-06
t07__Speed_kmph,2.9986054e-06
t09__Oil_Temp_C_delta1,2.9914593e-06
t04__Engine_Load_pct,2.9093244e-06
t27__Engine_RPM,2.9077944e-06
t29__Load_RPM_Ratio,2.8862576e-06
t07__Exhaust_Ambient_Delta,2.8850848e-06
t03__Throttle_Position_pct,2.852536e-06
t21__Brake_Pad_Wear_pct_past_std10,2.8324548e-06
t18__Exhaust_Gas_Temp_C,2.8244042e-06
t14__Engine_Load_pct,2.8140723e-06
t22__Oil_Ambient_Delta,2.7200954e-06
t14__Exhaust_Ambient_Delta,2.6871874e-06
t05__Tire_Pressure_psi,2.566292e-06
t10__Battery_Voltage_V,2.5544468e-06
t04__Coolant_Temp_C,2.4364485e-06
t01__Load_RPM_Ratio,2.4242431e-06
t08__Speed_kmph,2.404357e-06
t24__Speed_kmph,2.3956443e-06
t27__Ambient_Temp_C,2.3902278e-06
t05__Engine_RPM_past_mean10,2.3730681e-06
t00__Coolant_Temp_C,2.3642517e-06
t20__Oil_Pressure_bar_delta1,2.3534817e-06
t11__Coolant_Temp_C_delta1,2.3485188e-06
t00__Throttle_Position_pct,2.3134673e-06
t29__Exhaust_Gas_Temp_C,2.2654358e-06
t14__Engine_RPM_past_std10,2.2331826e-06
t06__Oil_Ambient_Delta,2.2047398e-06
t09__Intake_Air_Temp_C,2.1942362e-06
t11__Engine_Vibration_mm_s_delta1,2.1648966e-06
t10__Coolant_Ambient_Delta,2.1162325e-06
t03__Coolant_Ambient_Delta,2.114181e-06
t12__Exhaust_Gas_Temp_C,2.0980315e-06
t29__Oil_Temp_C_delta1,2.0974574e-06
t01__Oil_Temp_C,2.0943028e-06
t27__Coolant_Temp_C,2.0629805e-06
t07__Engine_RPM,2.0602015e-06
t06__Oil_Temp_C_delta1,2.0206605e-06
t26__Oil_Temp_C_delta1,1.9838355e-06
t00__Exhaust_Ambient_Delta,1.9815157e-06
t00__Load_RPM_Ratio,1.9685153e-06
t07__Coolant_Ambient_Delta,1.9671788e-06
t03__Exhaust_Ambient_Delta,1.9552788e-06
t17__Exhaust_Gas_Temp_C,1.9434276e-06
t25__Throttle_Position_pct,1.9390675e-06
t10__Intake_Air_Temp_C,1.917537e-06
t16__Exhaust_Ambient_Delta,1.9114766e-06
t27__Exhaust_Ambient_Delta,1.8960534e-06
t06__Throttle_Position_pct,1.8922761e-06
t13__Tire_Pressure_psi,1.8848904e-06
t19__Speed_kmph,1.8835188e-06
t02__Engine_Load_pct,1.8785411e-06
t03__Brake_Pad_Wear_pct_delta1,1.86007e-06
t16__Oil_Ambient_Delta,1.8547436e-06
t29__Oil_Temp_C,1.8243067e-06
t01__Oil_Pressure_bar,1.8223137e-06
t05__Engine_RPM,1.809602e-06
t21__Throttle_Position_pct,1.7855774e-06
t20__Engine_Vibration_mm_s_delta1,1.7694488e-06
t27__Oil_Temp_C_delta1,1.7443131e-06
t29__Turbo_Boost_kPa,1.7255666e-06
t13__Engine_Vibration_mm_s_delta1,1.7252753e-06
t05__Intake_Air_Temp_C,1.675111e-06
t15__Load_RPM_Ratio,1.6316823e-06
t03__Oil_Pressure_bar_delta1,1.5940487e-06
t02__Engine_RPM_past_mean10,1.5646791e-06
t21__Intake_Air_Temp_C,1.5584028e-06
t10__Oil_Pressure_bar,1.5534075e-06
t20__Intake_Air_Temp_C,1.5522165e-06
t07__Coolant_Temp_C_delta1,1.5402463e-06
t12__Coolant_Ambient_Delta,1.4807536e-06
t08__Turbo_Boost_kPa,1.4786692e-06
t03__Speed_kmph,1.4663582e-06
t08__Exhaust_Ambient_Delta,1.4476808e-06
t20__Tire_Pressure_psi,1.4258284e-06
t03__Intake_Air_Temp_C,1.4078161e-06
t01__Engine_Vibration_mm_s_delta1,1.4026407e-06
t07__Oil_Pressure_bar_delta1,1.3943336e-06
t14__Engine_Load_pct_past_std10,1.3843626e-06
t08__Engine_Load_pct,1.3728903e-06
t08__Throttle_Position_pct,1.3386616e-06
t05__Brake_Pad_Wear_pct_past_std10,1.3344098e-06
t08__Engine_Vibration_mm_s_delta1,1.3246608e-06
t11__Coolant_Temp_C,1.317416e-06
t02__Oil_Pressure_bar_delta1,1.3092623e-06
t16__Throttle_Position_pct,1.3082724e-06
t22__Brake_Pad_Wear_pct_delta1,1.3038979e-06
t19__Brake_Pad_Wear_pct_delta1,1.281972e-06
t11__Engine_Vibration_mm_s,1.2805062e-06
t12__Speed_kmph,1.250974e-06
t11__Brake_Pad_Wear_pct_delta1,1.2437741e-06
t18__Speed_kmph,1.2321738e-06
t01__Tire_Pressure_psi,1.2289859e-06
t13__Engine_Load_pct,1.2184419e-06
t02__Oil_Temp_C,1.217791e-06
t15__Intake_Air_Temp_C,1.2139448e-06
t00__Ambient_Temp_C,1.2048148e-06
t10__Exhaust_Ambient_Delta,1.145345e-06
t07__Engine_Vibration_mm_s_delta1,1.1393062e-06
t23__Brake_Pad_Wear_pct_delta1,1.1343615e-06
t00__Turbo_Boost_kPa,1.1199822e-06
t02__Ambient_Temp_C,1.1192809e-06
t12__Intake_Air_Temp_C,1.1092795e-06
t17__Engine_RPM_past_std10,1.1069259e-06
t23__Oil_Temp_C_delta1,1.103614e-06
t04__Load_RPM_Ratio,1.0438316e-06
t03__Coolant_Temp_C,1.0017009e-06
t02__Battery_Voltage_V,1.000377e-06
t21__Tire_Pressure_psi,9.888261e-07
t18__Tire_Pressure_psi,9.879366e-07
t26__Coolant_Temp_C,9.726036e-07
t00__Oil_Temp_C,9.668689e-07
t08__Coolant_Ambient_Delta,9.656482e-07
t23__Coolant_Temp_C,9.250581e-07
t02__Brake_Pad_Wear_pct_delta1,9.196157e-07
t16__Coolant_Temp_C_delta1,9.053609e-07
t27__Exhaust_Gas_Temp_C,9.0149894e-07
t06__Speed_kmph,9.0103396e-07
t00__Engine_Load_pct,8.8410445e-07
t20__Exhaust_Gas_Temp_C,8.8399514e-07
t17__Exhaust_Ambient_Delta,8.748341e-07
t07__Exhaust_Gas_Temp_C,8.679836e-07
t00__Tire_Pressure_psi,8.594237e-07
t23__Engine_Load_pct,8.5646076e-07
t12__Coolant_Temp_C,8.4838507e-07
t00__Speed_kmph,8.2038844e-07
t06__Battery_Voltage_V,8.153719e-07
t02__Engine_RPM,8.070448e-07
t03__Engine_Load_pct,7.692809e-07
t24__Exhaust_Ambient_Delta,7.642438e-07
t06__Engine_RPM,7.587334e-07
t08__Engine_RPM_past_mean10,7.5817275e-07
t18__Coolant_Temp_C,7.5158636e-07
t22__Tire_Pressure_psi,7.300028e-07
t18__Turbo_Boost_kPa,7.0620206e-07
t16__Oil_Temp_C_delta1,7.0417326e-07
t17__Throttle_Position_pct,6.999657e-07
t28__Oil_Pressure_bar,6.961158e-07
t20__Coolant_Temp_C,6.610698e-07
t01__Speed_kmph,6.539108e-07
t00__Oil_Temp_C_delta1,6.331536e-07
t00__Intake_Air_Temp_C,6.262727e-07
t00__Engine_RPM,6.096595e-07
t07__Throttle_Position_pct,5.954481e-07
t20__Engine_Load_pct,5.867234e-07
t27__Tire_Pressure_psi,5.8214533e-07
t04__Exhaust_Gas_Temp_C,5.49356e-07
t29__Engine_Load_pct,5.0903776e-07
t04__Intake_Air_Temp_C,4.8268885e-07
t05__Speed_kmph,4.5970575e-07
t14__Coolant_Ambient_Delta,4.448857e-07
t02__Engine_Vibration_mm_s,4.3008762e-07
t21__Engine_Vibration_mm_s_delta1,4.2059017e-07
t12__Oil_Pressure_bar_delta1,4.174541e-07
t02__Speed_kmph,4.0580443e-07
t22__Coolant_Temp_C_delta1,3.9551597e-07
t11__Exhaust_Gas_Temp_C,3.880948e-07
t00__Oil_Pressure_bar,3.8016015e-07
t10__Coolant_Temp_C,3.7855028e-07
t11__Speed_kmph,3.6773946e-07
t02__Engine_Vibration_mm_s_delta1,3.587566e-07
t03__Turbo_Boost_kPa,3.450793e-07
t06__Exhaust_Ambient_Delta,3.321002e-07
t25__Oil_Pressure_bar_delta1,3.3104632e-07
t08__Coolant_Temp_C,3.2476225e-07
t19__Oil_Pressure_bar,3.0762294e-07
t00__Exhaust_Gas_Temp_C,2.9191196e-07
t21__Oil_Pressure_bar,2.8109105e-07
t19__Engine_Vibration_mm_s_delta1,2.8048524e-07
t18__Exhaust_Ambient_Delta,2.4174912e-07
t02__Coolant_Temp_C_delta1,2.3021266e-07
t02__Turbo_Boost_kPa,2.264843e-07
t23__Engine_RPM,2.0393648e-07
t16__Tire_Pressure_psi,2.016763e-07
t02__Coolant_Temp_C,2.0096425e-07
t11__Ambient_Temp_C,1.9198262e-07
t13__Oil_Temp_C_delta1,1.770397e-07
t02__Coolant_Ambient_Delta,1.7116595e-07
t26__Load_RPM_Ratio,1.687551e-07
t11__Turbo_Boost_kPa,1.6870341e-07
t01__Throttle_Position_pct,1.5574982e-07
t05__Ambient_Temp_C,1.5255854e-07
t24__Intake_Air_Temp_C,1.397948e-07
t09__Engine_RPM,8.976607e-08
t05__Oil_Pressure_bar_delta1,8.890064e-08
t13__Turbo_Boost_kPa,8.588286e-08
t00__Oil_Pressure_bar_delta1,7.515412e-08
t01__Intake_Air_Temp_C,6.977139e-08
t27__Coolant_Ambient_Delta,4.8716934e-08
t10__Oil_Temp_C_delta1,4.1822545e-08
t01__Brake_Pad_Wear_pct_delta1,7.3740622e-09
t17__Engine_Load_pct,3.4134369e-09
t15__Turbo_Boost_kPa,0.0
t20__Load_RPM_Ratio,0.0
t20__Coolant_Temp_C_delta1,0.0
t14__Brake_Pad_Wear_pct_past_mean10,0.0
t14__Oil_Temp_C_delta1,0.0
t14__Oil_Pressure_bar_delta1,0.0
t14__Engine_Vibration_mm_s_delta1,0.0
t14__Brake_Pad_Wear_pct_delta1,0.0
t20__Brake_Pad_Wear_pct_delta1,0.0
t20__RF_Prediction,0.0
t21__Operating_Hours,0.0
t21__Engine_RPM,0.0
t21__Speed_kmph,0.0
t21__Engine_Load_pct,0.0
t14__Turbo_Boost_kPa,0.0
t14__Engine_Vibration_mm_s,0.0
t14__Brake_Pad_Wear_pct,0.0
t21__Ambient_Temp_C,0.0
t21__Engine_Vibration_mm_s,0.0
t21__Brake_Pad_Wear_pct,0.0
t21__Coolant_Ambient_Delta,0.0
t21__Oil_Ambient_Delta,0.0
t21__Load_RPM_Ratio,0.0
t13__Brake_Pad_Wear_pct_delta1,0.0
t13__RF_Prediction,0.0
t14__Engine_RPM,0.0
t14__Speed_kmph,0.0
t14__Coolant_Temp_C,0.0
t14__Oil_Pressure_bar,0.0
t13__Oil_Ambient_Delta,0.0
t13__Load_RPM_Ratio,0.0
t13__Brake_Pad_Wear_pct_past_mean10,0.0
t13__Brake_Pad_Wear_pct_past_std10,0.0
t21__Brake_Pad_Wear_pct_past_mean10,0.0
t21__Coolant_Temp_C_delta1,0.0
t21__Brake_Pad_Wear_pct_delta1,0.0
t13__Speed_kmph,0.0
t13__Throttle_Position_pct,0.0
t13__Ambient_Temp_C,0.0
t13__Exhaust_Gas_Temp_C,0.0
t13__Engine_Vibration_mm_s,0.0
t21__RF_Prediction,0.0
t22__Engine_RPM,0.0
t22__Speed_kmph,0.0
t22__Oil_Pressure_bar,0.0
t22__Ambient_Temp_C,0.0
t22__Turbo_Boost_kPa,0.0
t22__Engine_Vibration_mm_s,0.0
t12__Brake_Pad_Wear_pct_past_mean10,0.0
t12__Coolant_Temp_C_delta1,0.0
t12__Oil_Temp_C_delta1,0.0
t12__Brake_Pad_Wear_pct_delta1,0.0
t12__RF_Prediction,0.0
t12__Ambient_Temp_C,0.0
t12__Turbo_Boost_kPa,0.0
t12__Engine_Vibration_mm_s,0.0
t12__Brake_Pad_Wear_pct,0.0
t12__Exhaust_Ambient_Delta,0.0
t12__Load_RPM_Ratio,0.0
t22__Coolant_Ambient_Delta,0.0
t11__RF_Prediction,0.0
t12__Operating_Hours,0.0
t12__Engine_Load_pct,0.0
t22__Brake_Pad_Wear_pct_past_mean10,0.0
t22__Brake_Pad_Wear_pct_past_std10,0.0
t22__Oil_Temp_C_delta1,0.0
t22__Oil_Pressure_bar_delta1,0.0
t22__Engine_Vibration_mm_s_delta1,0.0
t22__RF_Prediction,0.0
t23__Speed_kmph,0.0
t11__Brake_Pad_Wear_pct_past_mean10,0.0
t11__Oil_Temp_C_delta1,0.0
t23__Oil_Pressure_bar,0.0
t23__Ambient_Temp_C,0.0
t23__Turbo_Boost_kPa,0.0
t23__Tire_Pressure_psi,0.0
t23__Coolant_Ambient_Delta,0.0
t23__Exhaust_Ambient_Delta,0.0
t11__Oil_Pressure_bar,0.0
t11__Engine_Load_pct,0.0
t11__Brake_Pad_Wear_pct,0.0
t11__Coolant_Ambient_Delta,0.0
t11__Oil_Ambient_Delta,0.0
t10__Brake_Pad_Wear_pct_past_mean10,0.0
t10__Brake_Pad_Wear_pct_past_std10,0.0
t10__Coolant_Temp_C_delta1,0.0
t10__Oil_Pressure_bar_delta1,0.0
t10__Brake_Pad_Wear_pct_delta1,0.0
t10__RF_Prediction,0.0
t11__Operating_Hours,0.0
t01__Oil_Ambient_Delta,0.0
t01__Exhaust_Ambient_Delta,0.0
t23__Load_RPM_Ratio,0.0
t23__Brake_Pad_Wear_pct_past_mean10,0.0
t10__Ambient_Temp_C,0.0
t10__Turbo_Boost_kPa,0.0
t10__Tire_Pressure_psi,0.0
t29__Throttle_Position_pct,0.0
t10__Oil_Ambient_Delta,0.0
t29__Intake_Air_Temp_C,0.0
t29__Tire_Pressure_psi,0.0
t23__Oil_Pressure_bar_delta1,0.0
t23__Engine_Vibration_mm_s_delta1,0.0
t29__Coolant_Ambient_Delta,0.0
t23__RF_Prediction,0.0
t24__Engine_RPM,0.0
t24__Oil_Temp_C,0.0
t09__Engine_Vibration_mm_s_delta1,0.0
t09__Brake_Pad_Wear_pct_delta1,0.0
t09__RF_Prediction,0.0
t10__Speed_kmph,0.0
t29__Exhaust_Ambient_Delta,0.0
t29__Oil_Pressure_bar_delta1,0.0
t10__Engine_Load_pct,0.0
t10__Throttle_Position_pct,0.0
t17__Engine_Vibration_mm_s_delta1,0.0
t09__Brake_Pad_Wear_pct_past_mean10,0.0
t09__Brake_Pad_Wear_pct_past_std10,0.0
t09__Coolant_Temp_C_delta1,0.0
t00__Coolant_Temp_C_delta1,0.0
t17__Brake_Pad_Wear_pct_delta1,0.0
t17__RF_Abnormal_Probability,0.0
t00__Engine_Vibration_mm_s_delta1,0.0
t00__Brake_Pad_Wear_pct_delta1,0.0
t00__RF_Prediction,0.0
t24__Engine_Load_pct,0.0
t09__Engine_Load_pct,0.0
t17__RF_Prediction,0.0
t09__Ambient_Temp_C,0.0
t09__Turbo_Boost_kPa,0.0
t09__Tire_Pressure_psi,0.0
t09__Oil_Ambient_Delta,0.0
t18__Operating_Hours,0.0
t24__Ambient_Temp_C,0.0
t24__Exhaust_Gas_Temp_C,0.0
t24__Engine_Vibration_mm_s,0.0
t24__Tire_Pressure_psi,0.0
t03__Oil_Ambient_Delta,0.0
t08__Brake_Pad_Wear_pct_past_mean10,0.0
t08__Coolant_Temp_C_delta1,0.0
t08__Oil_Temp_C_delta1,0.0
t18__Engine_Load_pct,0.0
t08__Brake_Pad_Wear_pct_delta1,0.0
t08__RF_Prediction,0.0
t17__Brake_Pad_Wear_pct_past_mean10,0.0
t24__Brake_Pad_Wear_pct_past_mean10,0.0
